model,label,r2,mse,rmse,mae,seed
multioutput_svr__mida,Compressive strength,-0.11086616959051954,374.97520056956614,19.36427640190994,14.486882847002407,40
gbdt__mida,Compressive strength,0.5281171627779078,159.28503934719166,12.620817697248924,9.8412468797891,40
multitask_gp__mida,Compressive strength,-0.5017780964791221,506.9283396629292,22.5150691685131,18.306542638297874,40
random_forest__miwae,Compressive strength,0.3210789814215782,229.17121079146645,15.138401857245912,11.740570111336277,40
ridge__miwae,Compressive strength,-6.81262353697003,2637.1674265944375,51.3533584743436,48.08604640425532,40
multitask_lasso__miwae,Compressive strength,-6.849268187209431,2649.5369049793862,51.473652531944786,48.2333614468085,40
multitask_elasticnet__miwae,Compressive strength,-6.8332358526703185,2644.125156900301,51.421057524134035,48.16848644680851,40
multioutput_gp__miwae,Compressive strength,-3.3175224337692795,1457.388734020957,38.175761079786696,33.90870250296086,40
multioutput_svr__miwae,Compressive strength,-1.7052537387817894,913.164061576556,30.21860456037896,26.88362284124803,40
gbdt__miwae,Compressive strength,0.16538488355468317,281.72607939157587,16.784697774805952,13.365403202945238,40
