Literature,Specimen ID,Country,Specimen Type,Specimen Age (days),Rebar Present,RH Device Brand & Model,Standard,Orientation,No. Tests,"Median Rebound Number, RN",Core Specimen ,Height (mm),Width/Diameter (mm),Max Aggregate Size (mm),W/C Ratio,Strength Class,"Design Strength, fck (MPa)","fc,core (MPa)","fc,ref (MPa)","fc,cyl (MPa)",Notes
Knaze & Beno (1984),T/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.8,Cube,200.0,200.0,16,0.45,,,28.25,29.66,24.62,
Knaze & Beno (1984),Z1/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,36.5,Cube,200.0,200.0,16,0.47,,,23.50,24.68,20.48,
Knaze & Beno (1984),Z1/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,26.7,Cube,200.0,200.0,16,0.47,,,24.00,25.20,20.92,
Knaze & Beno (1984),Z1/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,35.4,Cube,200.0,200.0,16,0.47,,,22.50,23.63,19.61,
Knaze & Beno (1984),Z2/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,33.5,Cube,200.0,200.0,16,0.50,,,20.25,21.26,17.65,
Knaze & Beno (1984),Z2/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,35.1,Cube,200.0,200.0,16,0.50,,,19.25,20.21,16.78,
Knaze & Beno (1984),Z2/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,34.8,Cube,200.0,200.0,16,0.50,,,18.00,18.90,15.69,
Knaze & Beno (1984),Z3/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.1,Cube,200.0,200.0,16,0.39,,,29.50,30.98,25.71,
Knaze & Beno (1984),Z3/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,37.9,Cube,200.0,200.0,16,0.39,,,33.00,34.65,28.76,
Knaze & Beno (1984),Z3/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.9,Cube,200.0,200.0,16,0.39,,,32.00,33.60,27.89,
Knaze & Beno (1984),Z4/1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,40.8,Cube,200.0,200.0,16,0.37,,,30.75,32.29,26.80,
Knaze & Beno (1984),Z4/2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,37.3,Cube,200.0,200.0,16,0.37,,,35.50,37.28,30.94,
Knaze & Beno (1984),Z4/3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,38.5,Cube,200.0,200.0,16,0.37,,,34.25,35.96,29.85,
Knaze & Beno (1984),1_1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,36.7,Cube,200.0,200.0,16,0.53,,,21.00,22.05,18.30,
Knaze & Beno (1984),1_2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,30.3,Cube,200.0,200.0,16,0.53,,,19.00,19.95,16.56,
Knaze & Beno (1984),1_3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,34.6,Cube,200.0,200.0,16,0.53,,,21.25,22.31,18.52,
Knaze & Beno (1984),2_1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,33.4,Cube,200.0,200.0,16,0.53,,,19.00,19.95,16.56,
Knaze & Beno (1984),2_2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,35.3,Cube,200.0,200.0,16,0.53,,,21.25,22.31,18.52,
Knaze & Beno (1984),2_3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,35.2,Cube,200.0,200.0,16,0.53,,,20.00,21.00,17.43,
Knaze & Beno (1984),3_1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,36.1,Cube,200.0,200.0,16,0.53,,,21.00,22.05,18.30,
Knaze & Beno (1984),3_2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,35.2,Cube,200.0,200.0,16,0.53,,,19.25,20.21,16.78,
Knaze & Beno (1984),3_3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,34.7,Cube,200.0,200.0,16,0.53,,,19.00,19.95,16.56,
Knaze & Beno (1984),4_1,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,35.6,Cube,200.0,200.0,16,0.53,,,18.50,19.43,16.12,
Knaze & Beno (1984),4_2,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,36.0,Cube,200.0,200.0,16,0.53,,,20.25,21.26,17.65,
Knaze & Beno (1984),4_3,Czechoslovakia,Cube - Laboratory,28,FALSE,Original Schmidt Type N,,Horizontal,2,36.0,Cube,200.0,200.0,16,0.53,,,20.00,21.00,17.43,
de Almeida (1991),B1_3,Brazil,Element - Laboratory,3,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,25.3,Cube,150.0,150.0,25,0.36,,,45.60,45.60,37.85,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B1_7,Brazil,Element - Laboratory,7,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,33.6,Cube,150.0,150.0,25,0.36,,,51.60,51.60,42.83,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B1_28,Brazil,Element - Laboratory,28,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,35.0,Cube,150.0,150.0,25,0.36,,,67.20,67.20,56.10,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B1_90,Brazil,Element - Laboratory,90,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,42.8,Cube,150.0,150.0,25,0.36,,,77.00,77.00,65.90,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B1_180,Brazil,Element - Laboratory,180,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,43.7,Cube,150.0,150.0,25,0.36,,,81.30,81.30,70.20,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B1_365,Brazil,Element - Laboratory,365,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,43.5,Cube,150.0,150.0,25,0.36,,,88.50,88.50,77.40,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B2_3,Brazil,Element - Laboratory,3,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,39.0,Cube,150.0,150.0,25,0.24,,,63.80,63.80,52.95,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B2_7,Brazil,Element - Laboratory,7,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,42.3,Cube,150.0,150.0,25,0.24,,,73.70,73.70,62.60,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B2_28,Brazil,Element - Laboratory,28,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,47.7,Cube,150.0,150.0,25,0.24,,,83.70,83.70,72.60,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B2_90,Brazil,Element - Laboratory,90,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,51.2,Cube,150.0,150.0,25,0.24,,,87.00,87.00,75.90,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B2_180,Brazil,Element - Laboratory,180,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,52.1,Cube,150.0,150.0,25,0.24,,,94.50,94.50,83.40,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B2_365,Brazil,Element - Laboratory,365,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,54.7,Cube,150.0,150.0,25,0.24,,,105.20,105.20,94.10,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B3_3,Brazil,Element - Laboratory,3,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,36.3,Cube,150.0,150.0,25,0.25,,,74.80,74.80,63.70,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B3_7,Brazil,Element - Laboratory,7,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,44.8,Cube,150.0,150.0,25,0.25,,,88.40,88.40,77.30,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B3_28,Brazil,Element - Laboratory,28,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,52.2,Cube,150.0,150.0,25,0.25,,,106.20,106.20,95.10,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B3_90,Brazil,Element - Laboratory,90,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,54.4,Cube,150.0,150.0,25,0.25,,,110.90,110.90,99.80,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B3_180,Brazil,Element - Laboratory,180,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,54.4,Cube,150.0,150.0,25,0.25,,,116.20,116.20,105.10,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B3_365,Brazil,Element - Laboratory,365,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,55.0,Cube,150.0,150.0,25,0.25,,,120.30,120.30,109.20,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B4_3,Brazil,Element - Laboratory,3,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,38.3,Cube,150.0,150.0,25,0.24,,,72.10,72.10,61.00,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B4_7,Brazil,Element - Laboratory,7,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,45.8,Cube,150.0,150.0,25,0.24,,,86.30,86.30,75.20,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B4_28,Brazil,Element - Laboratory,28,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,50.5,Cube,150.0,150.0,25,0.24,,,105.40,105.40,94.30,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B4_90,Brazil,Element - Laboratory,90,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,53.1,Cube,150.0,150.0,25,0.24,,,109.10,109.10,98.00,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B4_180,Brazil,Element - Laboratory,180,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,53.5,Cube,150.0,150.0,25,0.24,,,111.20,111.20,100.10,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B4_365,Brazil,Element - Laboratory,365,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,54.9,Cube,150.0,150.0,25,0.24,,,119.30,119.30,108.20,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B5_3,Brazil,Element - Laboratory,3,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,24.8,Cube,150.0,150.0,25,0.42,,,42.80,42.80,35.52,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B5_7,Brazil,Element - Laboratory,7,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,32.2,Cube,150.0,150.0,25,0.42,,,56.10,56.10,46.56,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B5_28,Brazil,Element - Laboratory,28,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,36.4,Cube,150.0,150.0,25,0.42,,,74.90,74.90,63.80,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B5_90,Brazil,Element - Laboratory,90,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,37.6,Cube,150.0,150.0,25,0.42,,,79.70,79.70,68.60,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B5_180,Brazil,Element - Laboratory,180,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,39.7,Cube,150.0,150.0,25,0.42,,,78.10,78.10,67.00,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B5_365,Brazil,Element - Laboratory,365,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,41.6,Cube,150.0,150.0,25,0.42,,,89.60,89.60,78.50,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B6_3,Brazil,Element - Laboratory,3,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,26.0,Cube,150.0,150.0,25,0.42,,,40.80,40.80,33.86,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B6_7,Brazil,Element - Laboratory,7,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,30.5,Cube,150.0,150.0,25,0.42,,,49.50,49.50,41.09,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B6_28,Brazil,Element - Laboratory,28,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,38.4,Cube,150.0,150.0,25,0.42,,,72.40,72.40,61.30,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B6_90,Brazil,Element - Laboratory,90,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,40.1,Cube,150.0,150.0,25,0.42,,,79.10,79.10,68.00,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B6_180,Brazil,Element - Laboratory,180,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,40.7,Cube,150.0,150.0,25,0.42,,,82.00,82.00,70.90,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B6_365,Brazil,Element - Laboratory,365,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,41.2,Cube,150.0,150.0,25,0.42,,,86.50,86.50,75.40,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B7_3,Brazil,Element - Laboratory,3,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,40.5,Cube,150.0,150.0,25,0.24,,,66.80,66.80,55.70,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B7_7,Brazil,Element - Laboratory,7,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,44.0,Cube,150.0,150.0,25,0.24,,,73.70,73.70,62.60,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B7_28,Brazil,Element - Laboratory,28,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,46.6,Cube,150.0,150.0,25,0.24,,,86.70,86.70,75.60,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B7_90,Brazil,Element - Laboratory,90,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,52.9,Cube,150.0,150.0,25,0.24,,,91.80,91.80,80.70,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B7_180,Brazil,Element - Laboratory,180,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,54.6,Cube,150.0,150.0,25,0.24,,,92.90,92.90,81.80,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B7_365,Brazil,Element - Laboratory,365,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,55.8,Cube,150.0,150.0,25,0.24,,,98.10,98.10,87.00,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B8_3,Brazil,Element - Laboratory,3,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,40.6,Cube,150.0,150.0,25,0.25,,,70.90,70.90,59.80,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B8_7,Brazil,Element - Laboratory,7,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,45.1,Cube,150.0,150.0,25,0.25,,,78.80,78.80,67.70,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B8_28,Brazil,Element - Laboratory,28,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,48.4,Cube,150.0,150.0,25,0.25,,,90.70,90.70,79.60,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B8_90,Brazil,Element - Laboratory,90,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,52.0,Cube,150.0,150.0,25,0.25,,,93.80,93.80,82.70,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B8_180,Brazil,Element - Laboratory,180,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,53.4,Cube,150.0,150.0,25,0.25,,,94.50,94.50,83.40,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B8_365,Brazil,Element - Laboratory,365,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,53.5,Cube,150.0,150.0,25,0.25,,,96.20,96.20,85.10,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B9_3,Brazil,Element - Laboratory,3,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,26.9,Cube,150.0,150.0,25,0.36,,,43.80,43.80,36.35,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B9_7,Brazil,Element - Laboratory,7,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,31.8,Cube,150.0,150.0,25,0.36,,,54.90,54.90,45.57,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B9_28,Brazil,Element - Laboratory,28,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,35.3,Cube,150.0,150.0,25,0.36,,,66.00,66.00,54.90,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B9_90,Brazil,Element - Laboratory,90,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,39.8,Cube,150.0,150.0,25,0.36,,,78.30,78.30,67.20,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B9_180,Brazil,Element - Laboratory,180,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,42.7,Cube,150.0,150.0,25,0.36,,,79.10,79.10,68.00,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B9_365,Brazil,Element - Laboratory,365,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,46.1,Cube,150.0,150.0,25,0.36,,,85.20,85.20,74.10,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B10_3,Brazil,Element - Laboratory,3,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,21.9,Cube,150.0,150.0,25,0.40,,,40.10,40.10,33.28,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B10_7,Brazil,Element - Laboratory,7,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,29.1,Cube,150.0,150.0,25,0.40,,,46.30,46.30,38.43,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B10_28,Brazil,Element - Laboratory,28,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,34.0,Cube,150.0,150.0,25,0.40,,,61.20,61.20,50.80,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B10_90,Brazil,Element - Laboratory,90,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,34.4,Cube,150.0,150.0,25,0.40,,,62.20,62.20,51.63,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B10_180,Brazil,Element - Laboratory,180,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,36.3,Cube,150.0,150.0,25,0.40,,,64.30,64.30,53.37,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
de Almeida (1991),B10_365,Brazil,Element - Laboratory,365,FALSE,Original Schmidt Type N,ASTM C805 (1982),Horizontal,10,40.3,Cube,150.0,150.0,25,0.40,,,67.40,67.40,56.30,NDT performed on equivalent prism specimens while destructive tests performed on cubes at same age.
Mikulic et al. (1992),CU_L1,Yugoslavia,Cube - Laboratory,28,FALSE,,,Horizontal,10,23.4,Cube,,,32,,,,16.12,16.12,13.38,Cube dimensions not reported. Assumed to be standard 150x150x150mm cube for normalization.
Mikulic et al. (1992),CU_L2,Yugoslavia,Cube - Laboratory,28,FALSE,,,Horizontal,10,24.7,Cube,,,32,,,,13.48,13.48,11.19,Cube dimensions not reported. Assumed to be standard 150x150x150mm cube for normalization.
Mikulic et al. (1992),CU_L3,Yugoslavia,Cube - Laboratory,28,FALSE,,,Horizontal,10,25.2,Cube,,,32,,,,13.65,13.65,11.33,Cube dimensions not reported. Assumed to be standard 150x150x150mm cube for normalization.
Mikulic et al. (1992),CU_L4,Yugoslavia,Cube - Laboratory,28,FALSE,,,Horizontal,10,25.7,Cube,,,32,,,,14.72,14.72,12.22,Cube dimensions not reported. Assumed to be standard 150x150x150mm cube for normalization.
Mikulic et al. (1992),CU_L5,Yugoslavia,Cube - Laboratory,28,FALSE,,,Horizontal,10,26.2,Cube,,,32,,,,16.45,16.45,13.66,Cube dimensions not reported. Assumed to be standard 150x150x150mm cube for normalization.
Mikulic et al. (1992),CU_L6,Yugoslavia,Cube - Laboratory,28,FALSE,,,Horizontal,10,25.5,Cube,,,32,,,,17.03,17.03,14.14,Cube dimensions not reported. Assumed to be standard 150x150x150mm cube for normalization.
Mikulic et al. (1992),CU_L7,Yugoslavia,Cube - Laboratory,28,FALSE,,,Horizontal,10,25.0,Cube,,,32,,,,17.11,17.11,14.20,Cube dimensions not reported. Assumed to be standard 150x150x150mm cube for normalization.
Mikulic et al. (1992),CU_L8,Yugoslavia,Cube - Laboratory,28,FALSE,,,Horizontal,10,24.6,Cube,,,32,,,,16.62,16.62,13.79,Cube dimensions not reported. Assumed to be standard 150x150x150mm cube for normalization.
Mikulic et al. (1992),CU_L9,Yugoslavia,Cube - Laboratory,28,FALSE,,,Horizontal,10,24.5,Cube,,,32,,,,18.76,18.76,15.57,Cube dimensions not reported. Assumed to be standard 150x150x150mm cube for normalization.
Mikulic et al. (1992),CU_L10,Yugoslavia,Cube - Laboratory,28,FALSE,,,Horizontal,10,24.8,Cube,,,32,,,,19.01,19.01,15.78,Cube dimensions not reported. Assumed to be standard 150x150x150mm cube for normalization.
Mikulic et al. (1992),CU_L11,Yugoslavia,Cube - Laboratory,28,FALSE,,,Horizontal,10,25.0,Cube,,,32,,,,19.26,19.26,15.98,Cube dimensions not reported. Assumed to be standard 150x150x150mm cube for normalization.
Mikulic et al. (1992),CU_L12,Yugoslavia,Cube - Laboratory,28,FALSE,,,Horizontal,10,25.1,Cube,,,32,,,,19.59,19.59,16.26,Cube dimensions not reported. Assumed to be standard 150x150x150mm cube for normalization.
Mikulic et al. (1992),CU_L13,Yugoslavia,Cube - Laboratory,28,FALSE,,,Horizontal,10,25.2,Cube,,,32,,,,19.92,19.92,16.53,Cube dimensions not reported. Assumed to be standard 150x150x150mm cube for normalization.
Mikulic et al. (1992),CU_L14,Yugoslavia,Cube - Laboratory,28,FALSE,,,Horizontal,10,25.3,Cube,,,32,,,,20.16,20.16,16.74,Cube dimensions not reported. Assumed to be standard 150x150x150mm cube for normalization.
Mikulic et al. (1992),CU_L15,Yugoslavia,Cube - Laboratory,28,FALSE,,,Horizontal,10,25.4,Cube,,,32,,,,19.42,19.42,16.12,Cube dimensions not reported. Assumed to be standard 150x150x150mm cube for normalization.
Mikulic et al. (1992),CU_L16,Yugoslavia,Cube - Laboratory,28,FALSE,,,Horizontal,10,25.5,Cube,,,32,,,,18.93,18.93,15.71,Cube dimensions not reported. Assumed to be standard 150x150x150mm cube for normalization.
